state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AL,enrollmetric,pp_stloc_raw_AL,pp_fed_raw_AL,pp_total_raw_AL,pp_site_stloc_raw_AL,pp_site_fed_raw_AL,pp_site_raw_AL,pp_centshare_stloc_raw_AL,pp_centshare_fed_raw_AL,pp_centshare_raw_AL,schoolstloc_raw_AL,schoolfed_raw_AL,schooltot_raw_AL,pp_total_norm_NERDS,pp_centshare_loc_raw_AL,pp_centshare_st_raw_AL,pp_site_loc_raw_AL,pp_site_st_raw_AL,pp_total_loc_raw_AL,pp_total_st_raw_AL,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AL,2018-2019,AL-028,AL-028-0040,ETOWAH COUNTY,GASTON HIGH SCHOOL,101380,101380,1502800200000.0,10138000496,330.0,07-12,4,330.0,Fall ADA,8885,2360,11715,7994.0,2251.0,10709,891.0,109.0,1005.0,2932050.0,778800.0,3865950.0,12062.34397,343.0,548.0,670.0,7324.0,1013,7872,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0050,ETOWAH COUNTY,GLENCOE ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000497,399.0,PK-04,2,399.0,Fall ADA,7039,1152,8375,6307.0,1081.0,7572,732.0,71.0,803.0,2808561.0,459648.0,3341625.0,8724.462801,190.0,542.0,261.0,6046.0,450,6589,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0060,ETOWAH COUNTY,GLENCOE HIGH SCHOOL,101380,101380,1502800200000.0,10138000498,319.0,09-12,4,319.0,Fall ADA,8985,1412,11338,8024.0,1382.0,10345,962.0,31.0,994.0,2866215.0,450428.0,3616822.0,11685.58313,368.0,594.0,642.0,7382.0,1009,7976,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0065,ETOWAH COUNTY,GLENCOE MIDDLE SCHOOL,101380,101380,1502800200000.0,10138001507,314.0,05-08,3,314.0,Fall ADA,6114,397,6661,5418.0,324.0,5891,697.0,73.0,771.0,1919796.0,124658.0,2091554.0,7011.550129,171.0,526.0,180.0,5238.0,351,5763,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0110,ETOWAH COUNTY,HIGHLAND ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000503,174.0,PK-06,2,174.0,Fall ADA,8731,1779,10660,7916.0,1684.0,9750,815.0,94.0,910.0,1519194.0,309546.0,1854840.0,11008.01324,235.0,580.0,429.0,7487.0,664,8067,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0080,ETOWAH COUNTY,HOKES BLUFF ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000499,604.0,PK-05,2,595.0,Fall ADA,6951,1183,8280,6205.0,1101.0,7451,746.0,82.0,829.0,4135845.0,703885.0,4926600.0,8629.523067,219.0,527.0,182.0,6023.0,401,6550,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0075,ETOWAH COUNTY,HOKES BLUFF HIGH SCHOOL,101380,101380,1502800200000.0,10138001662,391.0,09-12,4,391.0,Fall ADA,8577,1191,10424,7688.0,1112.0,9450,889.0,79.0,974.0,3353607.0,465681.0,4075784.0,10772.16296,316.0,573.0,500.0,7188.0,816,7761,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0070,ETOWAH COUNTY,HOKES BLUFF MIDDLE SCHOOL,101380,101380,1502800200000.0,10138000500,293.0,06-08,3,293.0,Fall ADA,7004,1039,8192,6210.0,972.0,7327,794.0,67.0,865.0,2052172.0,304427.0,2400256.0,8541.578892,236.0,558.0,379.0,5831.0,615,6389,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0090,ETOWAH COUNTY,IVALEE ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000501,228.0,PK-06,2,228.0,Fall ADA,7551,1908,9714,6819.0,1795.0,8868,732.0,113.0,846.0,1721628.0,435024.0,2214792.0,10062.61337,179.0,553.0,236.0,6583.0,415,7136,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0100,ETOWAH COUNTY,JOHN S JONES ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000502,691.0,PK-05,2,684.0,Fall ADA,6868,1866,8935,6176.0,1167.0,7543,693.0,700.0,1392.0,4697712.0,1276344.0,6111540.0,9284.107548,168.0,525.0,172.0,6004.0,339,6529,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0115,ETOWAH COUNTY,RAINBOW MIDDLE SCHOOL,101380,101380,1502800200000.0,10138001508,609.0,06-08,3,609.0,Fall ADA,6295,720,7303,5640.0,697.0,6623,657.0,23.0,680.0,3833655.0,438480.0,4447527.0,7653.142857,173.0,484.0,164.0,5476.0,336,5959,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0120,ETOWAH COUNTY,SARDIS HIGH SCHOOL,101380,101380,1502800200000.0,10138000505,516.0,09-12,4,516.0,Fall ADA,7624,1497,9558,6752.0,882.0,8065,872.0,615.0,1493.0,3933984.0,772452.0,4931928.0,9906.712329,331.0,541.0,530.0,6222.0,861,6763,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0125,ETOWAH COUNTY,SARDIS MIDDLE SCHOOL,101380,101380,1502800200000.0,10138002351,402.0,06-08,3,402.0,Fall ADA,5873,1217,7295,5174.0,1132.0,6510,699.0,84.0,785.0,2360946.0,489234.0,2932590.0,7645.147932,200.0,499.0,268.0,4906.0,468,5405,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0135,ETOWAH COUNTY,SOUTHSIDE ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138001509,535.0,PK-05,2,529.0,Fall ADA,6918,882,7926,6218.0,849.0,7191,701.0,33.0,734.0,3659622.0,466578.0,4192854.0,8275.747638,163.0,538.0,158.0,6060.0,321,6597,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0130,ETOWAH COUNTY,SOUTHSIDE HIGH SCHOOL,101380,101380,1502800200000.0,10138000506,789.0,09-12,4,789.0,Fall ADA,6870,552,7930,6096.0,529.0,7125,774.0,23.0,805.0,5420430.0,435528.0,6256770.0,8279.7451,272.0,502.0,437.0,5659.0,709,6161,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0140,ETOWAH COUNTY,WEST END ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000508,428.0,PK-06,2,428.0,Fall ADA,6935,1840,8873,6243.0,1736.0,8076,693.0,104.0,797.0,2968180.0,787520.0,3797644.0,9222.146879,166.0,527.0,178.0,6065.0,344,6591,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0150,ETOWAH COUNTY,WEST END HIGH SCHOOL,101380,101380,1502800200000.0,10138000507,371.0,07-12,4,371.0,Fall ADA,8368,1383,10088,7521.0,1288.0,9145,847.0,95.0,943.0,3104528.0,513093.0,3742648.0,10436.37611,273.0,574.0,443.0,7078.0,716,7652,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0160,ETOWAH COUNTY,WHITESBORO ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000509,302.0,PK-05,2,295.0,Fall ADA,6941,1916,8979,6209.0,1826.0,8156,732.0,90.0,823.0,2047595.0,565220.0,2648805.0,9328.079635,177.0,555.0,208.0,6001.0,385,6556,0,0,0,0,0,0,0
AL,2018-2019,AL-133,AL-133-2060,EUFAULA CITY,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,101410,101410,1500300200000.0,10141002439,2798.0,KG-12,4,2798.0,Fall ADA,406,41,448,,,58,348.0,41.0,390.0,1135988.0,114718.0,1253504.0,437.246858,267.0,81.0,58.0,,325,81,0,0,0,0,0,1,0
AL,2018-2019,AL-133,AL-133-0034,EUFAULA CITY,EUFAULA ELEMENTARY SCHOOL,101410,101410,1500300200000.0,10141001510,573.0,03-05,2,573.0,Fall ADA,7873,1642,9611,6568.0,1426.0,8068,1305.0,216.0,1543.0,4511229.0,940866.0,5507103.0,9594.43403,428.0,877.0,123.0,6445.0,551,7322,0,0,0,0,0,0,0
AL,2018-2019,AL-133,AL-133-0010,EUFAULA CITY,EUFAULA HIGH SCHOOL,101410,101410,1500300200000.0,10141000511,759.0,09-12,4,759.0,Fall ADA,9912,2172,12543,7574.0,1642.0,9654,2338.0,530.0,2889.0,7523208.0,1648548.0,9520137.0,12524.57403,1248.0,1090.0,888.0,6686.0,2136,7776,0,0,0,0,0,0,0
AL,2018-2019,AL-133,AL-133-0040,EUFAULA CITY,EUFAULA PRIMARY SCHOOL,101410,101410,1500300200000.0,10141000514,727.0,PK-02,2,727.0,Fall ADA,8045,1833,9921,6863.0,1348.0,8232,1182.0,485.0,1689.0,5848715.0,1332591.0,7212567.0,9904.237372,406.0,776.0,188.0,6675.0,594,7451,0,0,0,0,0,0,0
AL,2018-2019,AL-133,AL-133-0030,EUFAULA CITY,MOORER MIDDLE SCHOOL,101410,101410,1500300200000.0,10141000513,570.0,06-08,3,570.0,Fall ADA,7521,1596,9322,6056.0,1408.0,7647,1465.0,188.0,1675.0,4286970.0,909720.0,5313540.0,9305.617366,607.0,858.0,411.0,5645.0,1018,6503,0,0,0,0,0,0,0
AL,2018-2019,AL-137,AL-137-0010,FAIRFIELD CITY,DONALD ELEMENTARY SCHOOL,101440,101440,1503700300000.0,10144000515,281.0,KG-06,2,281.0,Fall ADA,9209,2352,11750,7246.0,2034.0,9349,1963.0,319.0,2401.0,2587729.0,660912.0,3301750.0,12885.81514,926.0,1037.0,496.0,6750.0,1422,7787,0,0,0,0,0,0,0
AL,2018-2019,AL-137,AL-137-0020,FAIRFIELD CITY,FAIRFIELD HIGH PREPARATORY SCHOOL,101440,101440,1503700300000.0,10144000516,722.0,07-12,4,722.0,Fall ADA,8582,1870,10804,6199.0,1601.0,8034,2383.0,269.0,2770.0,6196204.0,1350140.0,7800488.0,11940.41526,1128.0,1255.0,813.0,5386.0,1941,6641,0,0,0,0,0,0,0
AL,2018-2019,AL-137,AL-137-0040,FAIRFIELD CITY,GLEN OAKS ELEMENTARY SCHOOL,101440,101440,1503700300000.0,10144000518,302.0,KG-06,2,302.0,Fall ADA,7896,1722,9867,6178.0,1460.0,7769,1718.0,262.0,2098.0,2384592.0,520044.0,2979834.0,11004.00968,703.0,1015.0,320.0,5858.0,1023,6873,0,0,0,0,0,0,0
AL,2018-2019,AL-137,AL-137-0050,FAIRFIELD CITY,ROBINSON ELEMENTARY SCHOOL,101440,101440,1503700300000.0,10144000519,244.0,KG-06,2,244.0,Fall ADA,9509,2367,12020,7605.0,1975.0,9606,1904.0,392.0,2414.0,2320196.0,577548.0,2932880.0,13155.64385,864.0,1040.0,399.0,7206.0,1263,8246,0,0,0,0,0,0,0
AL,2018-2019,AL-029,AL-029-0010,FAYETTE COUNTY,BERRY ELEMENTARY SCHOOL,101470,101470,1502900100000.0,10147001512,314.0,PK-06,2,314.0,Fall ADA,8019,1793,10014,6413.0,1684.0,8296,1606.0,109.0,1718.0,2517966.0,563002.0,3144396.0,10161.89171,553.0,1053.0,1207.0,5206.0,1760,6259,0,0,0,0,0,0,0
AL,2018-2019,AL-029,AL-029-0020,FAYETTE COUNTY,BERRY HIGH SCHOOL,101470,101470,1502900100000.0,10147000521,224.0,07-12,4,224.0,Fall ADA,9339,1921,11769,7435.0,1803.0,9747,1902.0,118.0,2023.0,2091936.0,430304.0,2636256.0,11915.77838,688.0,1214.0,405.0,7030.0,1094,8245,0,0,0,0,0,0,0
AL,2018-2019,AL-029,AL-029-0025,FAYETTE COUNTY,FAYETTE COUNTY HIGH SCHOOL,101470,101470,1502900100000.0,10147001787,404.0,09-12,4,404.0,Fall ADA,8475,1288,10352,6571.0,1152.0,8309,1904.0,136.0,2043.0,3423900.0,520352.0,4182208.0,10499.67729,845.0,1059.0,513.0,6058.0,1358,7117,0,0,0,0,0,0,0
AL,2018-2019,AL-029,AL-029-0050,FAYETTE COUNTY,FAYETTE ELEMENTARY SCHOOL,101470,101470,1502900100000.0,10147001514,518.0,PK-04,2,518.0,Fall ADA,7375,1458,8958,5837.0,1349.0,7308,1539.0,109.0,1650.0,3820250.0,755244.0,4640244.0,9106.561619,494.0,1045.0,401.0,5436.0,894,6481,0,0,0,0,0,0,0
AL,2018-2019,AL-029,AL-029-0030,FAYETTE COUNTY,FAYETTE MIDDLE SCHOOL,101470,101470,1502900100000.0,10147000523,407.0,05-08,3,407.0,Fall ADA,7763,1956,9890,5926.0,1802.0,7897,1837.0,154.0,1994.0,3159541.0,796092.0,4025230.0,10037.97038,778.0,1059.0,569.0,5357.0,1347,6416,0,0,0,0,0,0,0
AL,2018-2019,AL-029,AL-029-0040,FAYETTE COUNTY,HUBBERTVILLE SCHOOL,101470,101470,1502900100000.0,10147000525,435.0,PK-12,4,435.0,Fall ADA,7678,1603,9702,6152.0,1490.0,8062,1526.0,112.0,1640.0,3339930.0,697305.0,4220370.0,9850.08964,510.0,1016.0,434.0,5718.0,944,6734,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0040,FLORENCE CITY,FLORENCE FRESHMAN CENTER,101530,101530,1503900100000.0,10153000531,347.0,09-09,3,347.0,Fall ADA,9413,236,9746,7194.0,143.0,7410,2220.0,93.0,2336.0,3266311.0,81892.0,3381862.0,10200.17602,1499.0,721.0,1968.0,5226.0,3466,5947,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0020,FLORENCE CITY,FLORENCE HIGH SCHOOL,101530,101530,1503900100000.0,10153000528,1054.0,10-12,4,1054.0,Fall ADA,11128,938,13080,8189.0,859.0,10036,2941.0,80.0,3044.0,11728912.0,988652.0,13786320.0,13532.06099,1697.0,1244.0,2035.0,6154.0,3731,7397,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0100,FLORENCE CITY,FLORENCE MIDDLE SCHOOL,101530,101530,1503900100000.0,10153000536,639.0,07-08,3,639.0,Fall ADA,11827,962,12862,8951.0,902.0,9903,2875.0,60.0,2959.0,7557453.0,614718.0,8218818.0,13314.19929,1984.0,891.0,3342.0,5609.0,5327,6500,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0050,FLORENCE CITY,FOREST HILLS SCHOOL,101530,101530,1503900100000.0,10153000532,826.0,PK-04,2,826.0,Fall ADA,9009,1336,10545,7093.0,1284.0,8555,1915.0,52.0,1991.0,7441434.0,1103536.0,8710170.0,10998.66915,994.0,921.0,1049.0,6044.0,2044,6965,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0080,FLORENCE CITY,HARLAN ELEMENTARY SCHOOL,101530,101530,1503900100000.0,10153000534,389.0,PK-04,2,389.0,Fall ADA,11194,2610,13932,8706.0,2531.0,11340,2489.0,79.0,2592.0,4354466.0,1015290.0,5419548.0,14383.5205,1554.0,935.0,2074.0,6632.0,3628,7566,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0095,FLORENCE CITY,HIBBETT SCHOOL,101530,101530,1503900100000.0,10153001664,616.0,05-06,2,616.0,Fall ADA,8013,1495,9663,6049.0,1436.0,7615,1965.0,59.0,2047.0,4936008.0,920920.0,5952408.0,10117.22867,1268.0,697.0,1601.0,4448.0,2868,5145,0,0,0,0,0,0,0
AL,2018-2019,AL-141,AL-141-0090,FLORENCE CITY,WEEDEN ELEMENTARY SCHOOL,101530,101530,1503900100000.0,10153000535,383.0,PK-04,2,383.0,Fall ADA,11703,2668,14455,9375.0,2590.0,12024,2329.0,78.0,2431.0,4482249.0,1021844.0,5536265.0,14906.18872,1369.0,960.0,1872.0,7503.0,3241,8462,0,0,0,0,0,0,0
AL,2018-2019,AL-143,AL-143-0020,FORT PAYNE CITY,FORT PAYNE HIGH SCHOOL,101560,101560,1502500200000.0,10156000538,943.0,09-12,4,943.0,Fall ADA,7819,1129,9252,6759.0,1041.0,8082,1060.0,88.0,1170.0,7373317.0,1064647.0,8724636.0,9330.452379,431.0,629.0,710.0,6049.0,1141,6678,0,0,0,0,0,0,0
AL,2018-2019,AL-143,AL-143-0025,FORT PAYNE CITY,FORT PAYNE MIDDLE SCHOOL,101560,101560,1502500200000.0,10156001750,1044.0,05-08,3,1044.0,Fall ADA,5728,1258,7069,4831.0,1165.0,6057,898.0,92.0,1013.0,5980032.0,1313352.0,7380036.0,7148.837231,346.0,552.0,294.0,4537.0,640,5088,0,0,0,0,0,0,0
AL,2018-2019,AL-143,AL-143-0030,FORT PAYNE CITY,WILLIAMS AVENUE ELEMENTARY SCHOOL,101560,101560,1502500200000.0,10156000539,495.0,03-04,2,495.0,Fall ADA,7532,1891,9533,6518.0,1780.0,8385,1014.0,111.0,1148.0,3728340.0,936045.0,4718835.0,9611.274118,397.0,617.0,482.0,6036.0,879,6653,0,0,0,0,0,0,0
AL,2018-2019,AL-143,AL-143-0040,FORT PAYNE CITY,WILLS VALLEY ELEMENTARY SCHOOL,101560,101560,1502500200000.0,10156001365,767.0,PK-02,2,767.0,Fall ADA,8083,1689,9874,7078.0,1595.0,8752,1005.0,94.0,1122.0,6199661.0,1295463.0,7573358.0,9952.057794,400.0,605.0,435.0,6643.0,835,7248,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0010,FRANKLIN COUNTY,BELGREEN HIGH SCHOOL,101590,101590,1503000100000.0,10159000541,554.0,PK-12,4,554.0,Fall ADA,8227,1795,10237,6854.0,1606.0,8672,1372.0,189.0,1565.0,4557758.0,994430.0,5671298.0,10407.87992,656.0,716.0,504.0,6350.0,1160,7067,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0015,FRANKLIN COUNTY,EAST FRANKLIN JUNIOR HIGH SCHOOL,101590,101590,1503000100000.0,10159000542,232.0,PK-09,3,232.0,Fall ADA,8721,2200,11191,7627.0,2027.0,9921,1094.0,174.0,1270.0,2023272.0,510400.0,2596312.0,11361.27472,301.0,793.0,417.0,7210.0,718,8003,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0035,FRANKLIN COUNTY,PHIL CAMPBELL ELEMENTARY SCHOOL,101590,101590,1503000100000.0,10159001861,425.0,PK-06,2,425.0,Fall ADA,8012,491,8612,7046.0,381.0,7533,966.0,110.0,1079.0,3405100.0,208675.0,3660100.0,8783.910785,292.0,674.0,206.0,6840.0,498,7514,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0030,FRANKLIN COUNTY,PHIL CAMPBELL HIGH SCHOOL,101590,101590,1503000100000.0,10159000544,439.0,07-12,4,439.0,Fall ADA,7806,2668,10793,6701.0,2499.0,9516,1105.0,169.0,1277.0,3426834.0,1171252.0,4738127.0,10963.5272,326.0,779.0,495.0,6206.0,821,6985,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0040,FRANKLIN COUNTY,RED BAY HIGH SCHOOL,101590,101590,1503000100000.0,10159000545,859.0,PK-12,4,859.0,Fall ADA,7009,1119,8435,6078.0,1032.0,7414,931.0,87.0,1021.0,6020731.0,961221.0,7245665.0,8607.02307,284.0,647.0,279.0,5799.0,563,6446,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0060,FRANKLIN COUNTY,THARPTOWN ELEMENTARY SCHOOL,101590,101590,1503000100000.0,10159000547,548.0,PK-06,2,548.0,Fall ADA,6983,2626,9738,5827.0,2295.0,8247,1156.0,331.0,1491.0,3826684.0,1439048.0,5336424.0,9909.196472,573.0,583.0,354.0,5473.0,927,6056,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0065,FRANKLIN COUNTY,THARPTOWN HIGH SCHOOL,101590,101590,1503000100000.0,10159001869,357.0,07-12,4,357.0,Fall ADA,8153,599,9124,6847.0,435.0,7651,1306.0,164.0,1473.0,2910621.0,213843.0,3257268.0,9295.585982,502.0,804.0,567.0,6280.0,1069,7084,0,0,0,0,0,0,0
AL,2018-2019,AL-030,AL-030-0090,FRANKLIN COUNTY,VINA HIGH SCHOOL,101590,101590,1503000100000.0,10159000548,260.0,PK-12,4,260.0,Fall ADA,10736,2219,13322,9364.0,2040.0,11768,1373.0,178.0,1554.0,2791360.0,576940.0,3463720.0,13490.92285,499.0,874.0,674.0,8690.0,1173,9563,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0085,GADSDEN CITY,ADAMS ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162001665,428.0,PK-05,2,428.0,Fall ADA,6687,2672,9435,5613.0,1595.0,7268,1074.0,1077.0,2168.0,2862036.0,1143616.0,4038180.0,9583.455475,313.0,761.0,334.0,5279.0,647,6040,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0060,GADSDEN CITY,DONEHOO ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162000551,255.0,PK-05,2,255.0,Fall ADA,8389,2746,11244,6903.0,1616.0,8613,1486.0,1130.0,2631.0,2139195.0,700230.0,2867220.0,11391.30788,437.0,1049.0,670.0,6233.0,1107,7282,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0120,GADSDEN CITY,EURA BROWN ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162000555,352.0,KG-05,2,352.0,Fall ADA,7310,710,8337,6084.0,600.0,6984,1226.0,110.0,1353.0,2573120.0,249920.0,2934624.0,8486.152025,327.0,899.0,453.0,5631.0,780,6530,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0125,GADSDEN CITY,FLOYD ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162001517,374.0,PK-05,2,374.0,Fall ADA,6531,2678,9258,5348.0,1715.0,7094,1183.0,964.0,2163.0,2442594.0,1001572.0,3462492.0,9406.56776,389.0,794.0,515.0,4833.0,904,5627,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0135,GADSDEN CITY,GADSDEN CITY HIGH SCHOOL,101620,101620,1502800300000.0,10162001824,1512.0,09-12,4,1512.0,Fall ADA,9133,1038,10701,7355.0,870.0,8737,1778.0,168.0,1963.0,13809096.0,1569456.0,16179912.0,10848.65235,913.0,865.0,1263.0,6092.0,2176,6957,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0050,GADSDEN CITY,GADSDEN MIDDLE SCHOOL,101620,101620,1502800300000.0,10162000553,459.0,06-08,3,459.0,Fall ADA,6201,1000,7496,5152.0,859.0,6288,1049.0,141.0,1208.0,2846259.0,459000.0,3440664.0,7645.685539,337.0,712.0,544.0,4608.0,881,5320,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0040,GADSDEN CITY,LITCHFIELD MIDDLE SCHOOL,101620,101620,1502800300000.0,10162000552,205.0,06-08,3,205.0,Fall ADA,11515,3234,14976,9441.0,1925.0,11574,2074.0,1309.0,3401.0,2360575.0,662970.0,3070080.0,15120.94037,961.0,1113.0,1500.0,7941.0,2462,9053,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0190,GADSDEN CITY,MITCHELL ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162000563,370.0,PK-05,2,367.0,Fall ADA,7268,807,8237,6141.0,689.0,6976,1125.0,118.0,1261.0,2667356.0,296169.0,3022979.0,8386.215463,395.0,730.0,649.0,5492.0,1045,6223,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0140,GADSDEN CITY,SANSOM MIDDLE SCHOOL,101620,101620,1502800300000.0,10162000559,365.0,06-08,3,365.0,Fall ADA,7475,2276,10000,6238.0,1336.0,7806,1236.0,940.0,2194.0,2728375.0,830740.0,3650000.0,10148.09705,317.0,919.0,477.0,5761.0,795,6680,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0210,GADSDEN CITY,THOMPSON ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162001666,208.0,PK-05,2,208.0,Fall ADA,8154,3097,11365,6707.0,1652.0,8458,1447.0,1444.0,2907.0,1696032.0,644176.0,2363920.0,11512.23112,339.0,1108.0,498.0,6209.0,837,7317,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0240,GADSDEN CITY,W E STRIPLIN ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162000564,415.0,PK-05,2,415.0,Fall ADA,6769,2460,9349,5585.0,1521.0,7210,1183.0,939.0,2139.0,2809135.0,1020900.0,3879835.0,9497.510032,325.0,858.0,444.0,5141.0,770,5999,0,0,0,0,0,0,0
AL,2018-2019,AL-144,AL-144-0270,GADSDEN CITY,WALNUT PARK ELEMENTARY SCHOOL,101620,101620,1502800300000.0,10162000565,251.0,PK-05,2,251.0,Fall ADA,7855,3212,11169,6510.0,1896.0,8492,1345.0,1315.0,2677.0,1971605.0,806212.0,2803419.0,11316.35546,499.0,846.0,753.0,5757.0,1252,6603,0,0,0,0,0,0,0
AL,2018-2019,AL-146,AL-146-0010,GENEVA CITY,GENEVA HIGH SCHOOL,101640,101640,1503180100000.0,10164000567,365.0,09-12,4,365.0,Fall ADA,9810,1520,12182,7857.0,1333.0,10019,1954.0,188.0,2163.0,3580650.0,554800.0,4446430.0,12288.09804,835.0,1119.0,1775.0,6082.0,2610,7200,0,0,0,0,0,0,0
AL,2018-2019,AL-146,AL-146-0030,GENEVA CITY,GENEVA MIDDLE SCHOOL,101640,101640,1503180100000.0,10164001788,307.0,06-08,3,307.0,Fall ADA,7191,1041,8327,5822.0,934.0,6829,1369.0,108.0,1498.0,2207637.0,319587.0,2556389.0,8435.543578,545.0,824.0,621.0,5201.0,1166,6025,0,0,0,0,0,0,0
AL,2018-2019,AL-146,AL-146-0020,GENEVA CITY,MULKEY ELEMENTARY SCHOOL,101640,101640,1503180100000.0,10164000568,577.0,KG-05,2,577.0,Fall ADA,7608,1218,8986,6380.0,1088.0,7606,1228.0,131.0,1380.0,4389816.0,702786.0,5184922.0,9094.125521,452.0,776.0,356.0,6024.0,808,6800,0,0,0,0,0,0,0
AL,2018-2019,AL-031,AL-031-0015,GENEVA COUNTY,GENEVA COUNTY ELEMENTARY SCHOOL,101660,101660,1503100100000.0,10166001791,404.0,PK-05,2,404.0,Fall ADA,7123,1070,8371,5804.0,729.0,6665,1317.0,340.0,1705.0,2877692.0,432280.0,3381884.0,8471.516243,187.0,1130.0,99.0,5705.0,287,6836,0,0,0,0,0,0,0
AL,2018-2019,AL-031,AL-031-0020,GENEVA COUNTY,GENEVA COUNTY HIGH SCHOOL,101660,101660,1503100100000.0,10166000570,231.0,09-12,4,231.0,Fall ADA,8877,4135,13700,7126.0,3548.0,11302,1750.0,588.0,2399.0,2050587.0,955185.0,3164700.0,13797.13563,416.0,1334.0,543.0,6583.0,960,7917,0,0,0,0,0,0,0
AL,2018-2019,AL-031,AL-031-0022,GENEVA COUNTY,GENEVA COUNTY MIDDLE SCHOOL,101660,101660,1503100100000.0,10166001792,177.0,06-08,3,177.0,Fall ADA,7505,1131,8771,5979.0,721.0,6784,1526.0,411.0,1987.0,1328385.0,200187.0,1552467.0,8871.26249,212.0,1314.0,117.0,5862.0,329,7176,0,0,0,0,0,0,0
AL,2018-2019,AL-031,AL-031-0035,GENEVA COUNTY,SAMSON ELEMENTARY SCHOOL,101660,101660,1503100100000.0,10166001771,355.0,PK-05,2,355.0,Fall ADA,7036,1898,9056,5699.0,1546.0,7317,1337.0,352.0,1739.0,2497780.0,673790.0,3214880.0,9156.081692,173.0,1164.0,72.0,5627.0,245,6791,0,0,0,0,0,0,0
